ID,Age,Gender,Experience_years,Species,Experience,Hunch,Glance,Apaja,Familiar,Delicious,Protect,Parents,Grandparents,OtherRelatives,Books,Internet,Course,Other,FunHobby,Food,ResearchOrScience,Relax,NatureExperience,Exercise,SocialActivity,SpeciesPicture1,SpeciesPicture2,Heuristics,Reported_Heuristics1,Reported_Heuristics2,Reported_Heuristics3
686,57,F,20,4,4,3,2,4,5,2,3,x,,,,,x,,x,x,,,,,,FunnelChanterelle,Leccinum,2,Pick,,
687,51,M,30,5,4,2,3,2,4,2,5,x,,,x,,,,x,x,,x,,x,,FunnelChanterelle AlbatrellusOvinus Russula GypsyMushroom,,2,,Sponge BoleteSafe Milk,
688,71,F,50,4,5,5,4,3,5,1,1,x,,,x,,,,,x,,x,x,x,,FunnelChanterelle,,4,Pick,Pick,Morel Familiar
689,36,F,5,5,2,2,4,4,5,1,1,,x,,x,x,,,x,x,,x,,,,SurpriseWebcap BloodRedWebcap AlbatrellusOvinus,,3,Pick Equipment Separate Clean,Pick,
690,41,M,28,4,5,5,4,5,4,4,4,x,,,,,,,,x,,,x,,,Chanterelle FunnelChanterelle Bolete Hydnum,Bolete  Lactarius Russula,4,Pick Lost,Pick,
691,39,F,10,4,2,4,1,4,5,4,3,,x,,,,,,x,x,,x,x,,,Chanterelle FunnelChanterelle,,4,Pick Unidentified ,Poisonous,Rufous FunnelSlope FunnelMoss
692,62,F,35,4,5,5,4,5,4,2,4,x,,x,x,x,,,x,x,,x,x,,,FunnelChanterelle Chanterelle SweetTooth AlbatrellusOvinus Porcini GypsyMushroom,GrassGreenRussula  YellowSwampRussula  Chanterelle  UglyMilkcap  OrangeBirchBolete,5,Pick Poisonous Terrain Sources,Milk White,Old Spruces FunnelSlope Chanterelle Morel
693,75,F,70,5,4,5,4,5,5,4,4,x,,,x,,,x,x,x,,x,,x,,AlbatrellusOvinus Lactarius SweetTooth Russula,Chanterelle  Russula ,4,Unidentified ,Smell Milk,
694,69,F,40,4,5,5,4,4,5,1,1,x,x,x,,,,,x,x,,x,x,x,x,FunnelChanterelle CurryMilkcap Bolete LactariusTrivialis,Chanterelle  WoollyMilkcap,5,Pick,,Familiar
695,45,F,15,4,4,4,2,5,4,1,4,x,x,,x,,,x,,x,,x,x,,x,HygrophorusCamarophyllus FunnelChanterelle Chanterelle Bolete Porcini FalseSaffronMilkcap,Bolete,5,Pick Alone Lost,Pick,Kosteus Cluster
696,65,M,40,8,4,4,4,4,2,2,3,,,,x,x,,,x,x,,x,x,x,x,Lactarius Russula Bolete FunnelChanterelle HornOfPlenty Chanterelle CurryMilkcap HygrophorusCamarophyllus Charbonnier,Bolete  Russula  Chanterelle  ParasolMushroom,5,Sources ,Poisonous Smell Sources,
697,77,M,40,5,4,5,4,2,4,4,2,,,,x,,,,,x,x,,,,x,FunnelChanterelle Bolete Russula AlbatrellusOvinus,Bolete  Russula  Chanterelle,2,,None,
698,40,F,20,4,3,2,4,3,4,2,3,x,,,x,x,,,x,,,,x,x,,Chanterelle Bolete FunnelChanterelle,Bolete  Agaricus ,4,Pick BoleteSafe,BoleteSafe,Familiar
699,58,F,6,2,4,4,3,4,4,3,4,,x,,,,,,x,x,,x,x,x,,VelvetBolete LactariusRufus,Chanterelle Russula,5,Pick Sources,Milk White,Chanterelle
700,62,F,20,4,4,5,5,5,4,2,4,x,,,,,,,x,x,,,,x,,FunnelChanterelle,Chanterelle ,4,Pick,,
701,58,F,30,3,5,5,4,5,5,1,5,x,,,,,,,x,x,,,x,,,Porcini Chanterelle,Bolete,5,White Pick,,
702,73,F,62,15,5,5,4,4,4,2,5,x,,,x,,,,x,x,,x,x,x,x,Porcini FunnelChanterelle HornOfPlenty Hygrophoraceae GypsyMushroom LactariusTrivialis LactariusRufus Russula Tricholoma Hydnum AlbatrellusOvinus,Chanterelle  WoollyMilkcap  Leccinum,4,Sources Clean,Sources,Morel Pine FunnelSpruce
704,49,F,15,2,4,5,5,4,3,4,4,,,,x,x,,x,x,,,x,x,x,x,FunnelChanterelle Chanterelle Porcini,Chanterelle  Russula   HornOfPlenty,5,Pick,Milk,Kosteus
705,47,F,30,5,5,5,5,4,4,1,2,x,,,x,x,,,x,,,x,x,x,,FunnelChanterelle Hydnum AlbatrellusOvinus Bolete GypsyMushroom SlimySpikeCap Russula Lactarius,Chanterelle Bolete HornOfPlenty ParasolMushroom,4,,Milk BoleteSafe Lookalike,Chanterelle
706,50,F,35,5,4,4,4,4,2,1,3,,,x,x,,,,x,x,,x,,,,FunnelChanterelle RussulaPaludosa GypsyMushroom,WoollyMilkcap  Chanterelle  Russula  Leccinum ,2,Pick,,Chanterelle
707,65,F,60,5,4,4,4,4,3,4,2,x,,,x,x,,x,x,x,,x,x,x,,AlbatrellusOvinus FlatBulb Porcini Lactarius Russula,Chanterelle  GrassGreenRussula,5,Eat Unidentified ,,
708,48,F,30,9,5,4,5,4,3,1,3,x,,,x,,x,,x,x,x,x,x,,x, Porcini YellowSwampRussula RussulaVinosa LactariusTrivialis FalseSaffronMilkcap UglyMilkcap FunnelChanterelle,,4,Eat Knife Equipment ,None,
709,63,M,40,8,5,5,5,3,4,2,3,x,,,x,,,,x,x,,x,x,x,x,Chanterelle HornOfPlenty FunnelChanterelle HygrophorusCamarophyllus Russula AlbatrellusOvinus Porcini,Bolete  Russula  Lactarius  Chanterelle  GyromitraEsculenta,4,Separate ,Webcap White,Cluster
710,73,F,35,5,4,4,3,2,4,4,5,,,,x,,,,x,x,,x,x,x,,Porcini Russula FunnelChanterelle Hydnum AlbatrellusOvinus,Chanterelle Russula,5,Pick,White,Pine FunnelSpruce Chanterelle
711,58,F,12,6,3,4,4,4,4,2,3,x,,,x,x,,,x,x,,x,x,x,x,FunnelChanterelle,Bolete,5,Pick,Pick,Familiar
712,37,F,10,7,4,4,2,4,2,2,5,,x,x,x,x,x,,x,x,,x,x,,,SlipperyJack Porcini VelvetBolete Lactarius AlbatrellusOvinus Hydnum FunnelChanterelle HornOfPlenty,Chanterelle,3,Pick Poisonous ,White Milk Bulb Ring,Familiar
713,61,F,55,5,4,2,2,1,4,1,1,x,,,x,,,,x,x,,x,x,,,Russula Bolete,Russula,1,,Milk Sponge,
714,25,F,1,5,2,3,2,2,3,3,3,,,,x,x,x,,x,x,,,x,x,,Russula Bolete,Russula  OrangeBirchBolete,4,Whole ,Pick,
715,41,F,10,4,4,4,4,4,4,1,1,,,x,x,,x,,,x,,x,x,x,,Lactarius Russula Chanterelle AlbatrellusOvinus,Chanterelle  Russula,5,Clean,White,
716,48,F,30,9,5,5,3,4,5,5,1,x,,,,,,,x,x,,x,x,x,,Lactarius Bolete,Chanterelle,5,Pick,White,
717,68,F,39,6,4,4,3,4,5,2,2,x,,,x,,,,x,x,,x,x,x,,Bolete FunnelChanterelle GypsyMushroom HygrophorusCamarophyllus,Chanterelle  Russula  Lactarius,3,Eat One,,
718,52,M,40,2,4,4,4,4,3,4,3,x,,,,,,,x,x,,x,x,,,FunnelChanterelle Bolete Lactarius,Chanterelle,3,Equipment,Pick,
719,70,F,45,5,4,5,4,5,4,1,5,x,,,,,,,x,x,,x,x,x,,,,5,Eat Sources,BoleteSafe,Path FunnelMoss
720,35,F,3,2,2,4,2,4,4,4,3,,,,,,,x,,,,x,,,,FunnelChanterelle,FunnelChanterelle,4,Pick,,
721,50,F,18,2,4,5,4,5,4,4,5,,,,x,,,,,x,,x,x,,,FunnelChanterelle Porcini,Chanterelle  ParasolMushroom ,2,Eat,,
722,53,F,4,3,3,4,4,4,2,1,4,,,,x,x,x,,x,x,,,,,x,FunnelChanterelle AlbatrellusOvinus HornOfPlenty CurryMilkcap Hydnum,Chanterelle  OrangeBirchBolete,5,Pick Poisonous White Clean,White Pick,Spruces Mossy Path
723,44,F,26,3,4,4,4,5,4,4,2,x,,,,,,,x,x,,x,x,,x,FunnelChanterelle,Chanterelle,3,Pick Equipment,Pick,
724,58,M,50,4,5,4,4,5,2,1,5,x,x,,,,,,x,x,,x,x,,,Hydnum AlbatrellusOvinus HornOfPlenty FunnelChanterelle,Chanterelle  Bolete,3,Pick,,
725,49,M,10,2,2,5,4,4,4,3,4,x,,,,,,,x,x,,x,x,x,,,,3,,,
726,46,F,12,7,5,5,5,4,4,1,1,,x,,x,,,,x,,,x,x,,,FunnelChanterelle Lactarius HornOfPlenty GypsyMushroom,Chanterelle  Hydnum  OrangeBirchBolete,4,Pick,,
727,44,F,40,3,2,4,4,5,4,2,5,x,,,,,,,x,,,,,,,FunnelChanterelle HornOfPlenty Chanterelle,Chanterelle,4,Pick Clean,Pick,
728,65,F,55,12,5,4,5,4,1,1,5,x,,,x,,x,x,x,x,,,x,x,x,Porcini LactariusRufus GyromitraEsculenta Russula GypsyMushroom SurpriseWebcap RussulaPaludosa AlbatrellusOvinus,Leccinum  Chanterelle  YellowSwampRussula  WoollyMilkcap,5,Equipment Separate,Pick Smell Ring Bulb Terrain Lookalike,Path
730,52,F,15,3,5,4,4,4,4,2,4,x,x,,x,,,,x,x,,x,x,,,Lactarius FunnelChanterelle Hygrophoraceae Hydnum AlbatrellusOvinus,Chanterelle,4,Pick Knife Equipment,Milk BoleteSafe,
731,64,F,35,5,4,4,3,1,4,1,1,,,,x,,,,x,x,,x,,x,,AlbatrellusOvinus FunnelChanterelle Bolete,,1,Pick,Milk White Bulb Ring Sponge,FunnelSpruce FunnelMoss 
732,58,M,16,5,3,5,4,2,3,4,3,,,,x,,,,x,x,,x,x,x,,FunnelChanterelle HornOfPlenty,Chanterelle Bolete ,4,White,Red Spot,FunnelSpruce
733,60,F,56,4,5,5,4,5,4,5,3,x,x,x,,,,,x,x,,,,,,FunnelChanterelle AlbatrellusOvinus Russula Lactarius,Bolete,5,,Smell,Chanterelle
734,66,M,15,3,4,5,5,2,4,2,4,x,,,x,,,,,x,,,,,,FunnelChanterelle Hydnum HornOfPlenty Ramaria,,5,Milk,,Cluster
735,62,F,40,10,4,5,4,5,4,1,1,x,,,x,,,,,x,,x,x,,x,FunnelChanterelle AlbatrellusOvinus,Chanterelle  Bolete,5,,,Familiar
736,42,F,24,4,4,4,4,5,2,2,4,,x,,x,,,,x,x,,x,x,x,,Porcini Chanterelle FunnelChanterelle,Chanterelle  Lactarius,2,Knife,Pick,Familiar
737,47,M,6,3,4,5,4,5,4,2,5,,,,x,x,,,x,x,,,,x,,Porcini LactariusRufus,Chanterelle  WoollyMilkcap,4,Lost Sound Equipment,White Pick,
738,62,F,30,4,5,4,4,4,2,3,2,,,,,,x,,x,x,,x,x,,,Bolete HornOfPlenty Leccinum AlbatrellusOvinus Chanterelle,Chanterelle  Bolete,4,Pick,,
739,61,M,53,5,4,5,4,4,4,3,3,,x,,,,,,x,x,,x,x,,,Russula GypsyMushroom FunnelChanterelle SweetTooth,Chanterelle Bolete Lactarius,4,Separate Clean ,Sponge Webcap,
741,58,F,30,2,2,4,2,2,4,5,3,,,,x,x,,,x,x,,x,x,x,,Russula,Lactarius,5,Pick Clean,Milk,Morel
742,31,F,6,5,5,5,4,5,5,1,3,,,,x,x,,,x,x,,,,,,Lactarius FunnelChanterelle Bolete Cantharellus HygrophorusCamarophyllus Hydnum Russula SlimySpikeCap Armillaria,Chanterelle  SheathedWoodtuft  ParasolMushroom,5,Milk Terrain,Bulb Webcap Milk,Mossy
743,51,F,5,7,4,4,4,5,5,1,3,,,,x,x,,x,x,x,,x,x,x,x,LactariusRufus GypsyMushroom Bolete Hydnum Agaricus,Chanterelle  Bolete  BirchWebcap,4,Pick Poisonous ,Milk,Familiar
744,58,F,35,6,4,5,5,4,5,1,1,x,x,,x,,,,x,x,,x,x,x,x,FunnelChanterelle Bolete Chanterelle HornOfPlenty,WoollyMilkcap  Chanterelle,5,Pick,Pick,
745,53,F,30,10,5,5,5,5,4,1,1,x,,x,x,,,x,x,x,x,x,x,x,x,FunnelChanterelle AlbatrellusOvinus Bolete Lactarius,Chanterelle Hydnum Lactarius,5,Whole Unidentified ,Milk Smell,Instinct
746,46,F,24,3,4,5,4,5,5,4,4,x,,,,,,,x,x,,x,x,,x,Bolete Lactarius,Chanterelle,5,Pick,Pick,Familiar
747,37,M,35,10,5,5,4,5,5,2,4,x,,,x,,,,x,x,,,x,,,FunnelChanterelle AlbatrellusOvinus Porcini SweetTooth,WoollyMilkcap  Chanterelle  OrangeBirchBolete,3,Separate,Bulb Ring,Path Sloped
748,61,M,30,10,4,4,4,5,4,2,4,,,,x,x,,x,x,x,x,x,x,x,x,Russula GypsyMushroom FunnelChanterelle Lactarius Bolete AlbatrellusOvinus Hygrophoraceae HypholomaCapnoides,Chanterelle  Bolete  Russula  SheathedWoodtuft  ScotchBonnet  Agaricus  ManOnHorseback,4,Pick White Milk ,Pick Poisonous Webcap White Red,Path FunnelMoss FunnelSpruce FunnelSlope Chanterelle
749,48,F,30,4,4,4,4,5,4,2,5,x,,,x,,,,,x,,x,x,,,FunnelChanterelle Lactarius,WoollyMilkcap,5,Pick,Milk,
750,70,M,47,6,5,4,4,2,4,1,2,,,,x,,,,,x,,x,x,,,LactariusTrivialis FunnelChanterelle Porcini SlimySpikeCap HornOfPlenty HygrophorusCamarophyllus Russula,Chanterelle  Russula  RoughStemmedBolete  Leccinum  SheathedWoodtuft,4,Milk,Smell,
751,65,M,40,10,5,4,4,1,4,2,4,,,x,x,,x,,x,x,,x,x,x,x,Porcini FunnelChanterelle, Bolete  Chanterelle,4,Sources Equipment,,
752,68,F,60,100,5,5,4,5,5,1,5,x,,,,,,,x,,,,,,,Bolete Russula Lactarius,Chanterelle  Russula  Bolete,3,Pick One,Sources,
753,61,F,40,4,5,4,4,5,4,4,2,x,x,x,x,,x,x,x,x,,x,x,x,x,Chanterelle FunnelChanterelle Porcini HornOfPlenty,Chanterelle  Russula  Bolete ,2,,,
754,46,F,15,6,2,5,4,4,4,2,4,x,,,x,,,x,x,x,,x,x,x,,FunnelChanterelle Bolete Russula Lactarius Hydnum AlbatrellusOvinus HornOfPlenty,Chanterelle Russula,4,Familiar Lost Sound,,Chanterelle
755,53,F,50,7,4,4,4,4,4,2,4,x,x,x,,,x,,x,x,,x,x,,x,FunnelChanterelle Russula,Bolete  Lactarius,5,Pick,,
756,57,F,20,8,3,4,1,3,5,2,3,,,x,,,,,x,x,,x,x,x,x,LactariusRufus FunnelChanterelle,Chanterelle   Russula,5,Pick,Milk,
757,50,F,30,7,4,4,4,1,3,2,3,x,,,x,,,x,x,x,,x,x,x,x,FunnelChanterelle Lactarius Russula Bolete GypsyMushroom,Bolete  Chanterelle  Lactarius,4,Pick,Milk Lookalike Red Spot Ring,FunnelMoss
758,57,F,50,6,5,5,4,4,4,1,5,x,,,x,,,,x,x,,,x,,,Bolete Russula FunnelChanterelle SweetTooth AlbatrellusOvinus GypsyMushroom Lactarius,Chanterelle  Russula,5,,Pick,FunnelMoss Chanterelle
759,65,F,50,5,4,4,4,2,2,2,1,x,,,x,,,x,x,x,,x,x,,,Russula Chanterelle Lactarius GypsyMushroom TerracottaHedgehog AlbatrellusOvinus FunnelChanterelle,Chanterelle,5,Pick,,
760,68,F,64,4,4,4,4,4,5,1,5,x,,,,,,,x,x,,x,x,x,,FunnelChanterelle HornOfPlenty AlbatrellusOvinus,Chanterelle  Bolete  GypsyMushroom,5,,,Sloped
761,58,F,30,4,4,5,3,5,4,4,4,x,x,,x,,,,,x,,x,,,,FunnelChanterelle Chanterelle AlbatrellusOvinus HornOfPlenty,Bolete  Lactarius  YellowSwampRussula,4,Pick Sources,Pick,
762,34,M,2,4,3,5,4,4,5,4,2,x,x,x,,x,,,x,x,,x,x,,x,FunnelChanterelle Porcini Chanterelle,,4,Milk,Milk,FunnelSpruce
763,31,F,4,2,2,4,2,5,4,4,4,x,,,,,,,x,x,,,x,,,FunnelChanterelle,-,4,Pick Equipment,,
764,42,F,5,5,4,5,4,1,5,1,1,x,,,,,,,x,x,x,x,x,,,Porcini HornOfPlenty Russula LactariusRufus,Chanterelle,5,Pick,Milk,
765,45,F,15,4,5,4,4,4,5,2,3,,,,,,,,,x,,x,x,,,FunnelChanterelle HornOfPlenty Bolete AlbatrellusOvinus,Bolete  Chanterelle  Chaga,5,Pick Tell Equipment,Milk Bulb Stockings,Old Pine Morel Chanterelle
766,52,F,30,10,4,5,4,5,4,2,1,,,x,x,,,,x,x,,x,,,,Bolete Russula Lactarius Chanterelle FunnelChanterelle,Bolete  Russula,4,Pick Poisonous,Milk,
767,33,F,4,4,3,4,4,5,5,1,5,,,x,x,x,,x,x,x,,x,x,x,,FunnelChanterelle Lactarius HornOfPlenty Bolete,Chanterelle,5,Pick White Milk,,Familiar
768,46,F,25,6,3,2,4,5,1,1,1,x,x,,,,,,x,x,,x,x,x,x,FunnelChanterelle LactariusRufus AlbatrellusOvinus HornOfPlenty,Chanterelle  Lactarius GyromitraEsculenta ,4,One Tell Equipment,Sources,
769,37,F,17,4,4,4,4,3,2,2,4,,,,x,x,x,x,x,x,,x,x,x,x,FunnelChanterelle Chanterelle Bolete Russula,Chanterelle  Bolete,4,Pick,,
770,60,F,43,10,5,5,5,5,2,1,4,x,,,x,,,,x,x,,,x,x,x,LactariusTrivialis Porcini BloodRedWebcap AlbatrellusOvinus Chanterelle RussulaPaludosa,GrassGreenRussula   BareToothedRussula ,4,Milk One ,Webcap Eat,FunnelSpruce Chanterelle
771,54,F,22,1,2,5,3,2,5,1,1,,,x,x,,,,,,,x,,,,Chanterelle FunnelChanterelle HornOfPlenty Bolete,Amanita,4,Pick,,Familiar
772,55,F,45,5,4,4,3,4,4,2,2,x,,,,,,,x,x,,x,x,x,,FunnelChanterelle HornOfPlenty,,2,,,
773,50,F,25,3,5,4,4,5,2,2,1,x,,,x,,,x,x,x,,x,x,x,,Bolete HornOfPlenty Chanterelle FunnelChanterelle,Chanterelle  Agaricus ,3,Pick White Lost Equipment ,Sources,
774,39,F,30,3,4,4,4,4,4,2,4,x,,x,x,x,,,x,x,,x,,,,FunnelChanterelle Russula,Chanterelle  WoollyMilkcap,4,,,
775,55,F,45,4,5,4,4,4,4,2,2,x,,,x,x,x,,x,x,,x,,,,Bolete Lactarius HornOfPlenty FunnelChanterelle,Chanterelle  Russula,4,Eat Poisonous,White,Chanterelle Morel
776,52,F,45,5,4,4,4,4,3,2,3,x,,,x,,,x,x,x,,,x,,x,Bolete Lactarius Russula,Bolete WoollyMilkcap,4,Pick Separate,Milk,Morel
777,65,F,56,4,5,5,4,4,3,4,4,x,x,,x,,,,x,x,,x,x,x,,Porcini FunnelChanterelle Chanterelle,WoollyMilkcap,4,Pick,,Pine Chanterelle
778,59,F,10,3,3,4,2,3,5,3,1,x,,,x,x,,,,x,,,x,x,,,Chanterelle,1,White Clean,,
779,53,F,20,2,5,5,5,5,5,5,2,x,,x,,,,x,x,x,,x,x,,x,Porcini Lactarius Chanterelle FunnelChanterelle,Chanterelle Bolete,5,Pick,Pick,Rufous Chanterelle
780,53,F,35,4,4,4,4,3,3,2,1,x,,,,,,,x,x,,x,x,,,Lactarius Russula HornOfPlenty Chanterelle,Chanterelle   Lactarius  Coprinus,4,,Sources,
781,53,F,49,5,4,4,4,4,4,1,5,x,,,x,x,,,x,x,,x,x,x,x,FunnelChanterelle Russula Lactarius,Bolete  Russula  BirchWebcap  Agaricus,5,Milk,White,
782,34,F,5,2,2,2,2,4,4,2,2,,,x,x,x,,,x,,,x,x,,x,FunnelChanterelle Chanterelle,Chanterelle  Bolete,4,White ,White,Path
783,39,M,25,5,4,5,4,5,2,4,3,x,,,,,,,x,x,,x,x,,,FunnelChanterelle HornOfPlenty Porcini  AlbatrellusOvinus,GrassGreenRussula  YellowSwampRussula  ParasolMushroom  Leccinum,1,Clean,None,Instinct
784,62,F,45,4,4,4,4,4,5,4,4,x,,x,,,,,x,,,x,x,x,x,FunnelChanterelle AlbatrellusOvinus SlimySpikeCap GypsyMushroom,Chanterelle ,4,Pick,,
785,63,M,50,10,5,5,5,4,2,2,1,x,,,x,x,x,,x,x,,x,x,x,,Chanterelle Porcini Leccinum HygrophorusCamarophyllus FunnelChanterelle HornOfPlenty,Chanterelle Leccinum SheathedWoodtuft,5,Pick,White,
786,47,F,45,4,4,4,4,1,3,1,3,,x,,x,x,,,x,x,,,x,,,FunnelChanterelle Bolete Lactarius Russula AlbatrellusOvinus Chanterelle,WoollyMilkcap Russula Webcap Amanita,4,Unidentified Milk,,Instinct FunnelSlope FunnelSpruce
787,58,F,50,3,3,4,4,2,4,2,1,x,,,x,x,x,,x,x,,x,x,,,Bolete GypsyMushroom Russula LactariusRufus Matsutake GyromitraEsculenta,Leccinum  YellowSwampRussula  WoollyMilkcap ,5,Pick Sources Unidentified,Pick Terrain,
788,56,F,20,4,4,4,4,2,5,2,5,,,,x,,,x,,x,,x,,,x,FunnelChanterelle Russula,OrangeBirchBolete  Chanterelle ,4,Separate Alone,Pick,Familiar
789,51,F,50,4,5,4,4,4,4,4,4,x,,,x,,,x,x,x,,x,x,x,x,AlbatrellusOvinus SheepPolypore FunnelChanterelle CurryMilkcap LactariusLignyotus HornOfPlenty,Chanterelle,2,Eat Poisonous,,Pine FunnelSlope FunnelSpruce Morel
790,66,F,66,5,4,4,4,2,5,2,3,x,,,x,x,,,x,x,,x,x,x,,AlbatrellusOvinus FunnelChanterelle Bolete,Chanterelle  LactariusRufus,4,Pick,Pick,Familiar
791,42,F,7,4,2,4,2,4,4,1,3,x,x,,,,,x,x,,,x,x,,x,FunnelChanterelle  Chanterelle,,5,Pick,,
792,34,M,4,2,1,4,4,5,2,2,2,,,,x,x,,,x,x,,x,x,x,x,FunnelChanterelle,Chanterelle,3,,,
793,62,F,25,4,4,4,2,1,4,2,1,,,,,,,x,x,x,,x,x,,x,FunnelChanterelle Bolete GypsyMushroom Lactarius,Chanterelle  Russula  GypsyMushroom,5,White ,,Mossy Spruces Sloped
794,29,F,3,6,1,2,3,5,4,1,3,,,,x,x,,,x,x,,,x,x,,Russula, Bolete  Lactarius,3,Pick,Poisonous,
795,50,F,30,5,4,4,4,4,4,2,4,x,x,,x,,,,x,x,,x,x,,x,Russula FunnelChanterelle Bolete,,4,,,
796,56,F,30,3,2,4,4,4,2,1,2,x,,x,,,,,x,x,,,x,,,Lactarius Bolete Russula,,4,Pick,,
797,44,F,15,3,4,5,4,5,4,2,1,,x,,,,,x,x,x,,x,x,x,,FunnelChanterelle HornOfPlenty Lactarius Russula Bolete Chanterelle AlbatrellusOvinus,Chanterelle  FalseSaffronMilkcap  Agaricus ,4,Milk Poisonous Clean,White Milk,Familiar
798,45,F,35,3,5,5,5,5,4,3,4,x,,x,,,,,x,x,,x,x,,,Bolete Chanterelle HygrophorusCamarophyllus FunnelChanterelle Hydnum Lactarius HornOfPlenty GypsyMushroom,Chanterelle  Russula ,5,Pick,Ring Milk Sources,Chanterelle Path
799,44,F,34,6,5,4,4,2,4,2,5,x,,,x,,,,x,x,,x,x,x,x,Cantharellus AlbatrellusOvinus Hydnum HygrophorusCamarophyllus,Bolete  Agaricus ,4,Pick Separate,,
800,34,F,5,5,2,4,3,4,4,2,4,,,,x,x,,,x,x,,x,x,x,,Lactarius Porcini SweetTooth HygrophorusCamarophyllus, Bolete  LactariusFlexuosus  Chanterelle,5,Pick Milk Poisonous,,
801,30,F,20,15,4,4,4,4,2,1,3,x,,,x,x,,,x,x,,,x,,x,GypsyMushroom Lactarius Russula FunnelChanterelle Hydnum,Chanterelle  Morel  Bolete  Agaricus  Elaphomyces  PestlePuffball,5,Pick Separate,Sponge,Kosteus
802,55,M,4,2,4,2,4,4,2,2,5,,,,,,,x,x,x,,x,x,x,,FunnelChanterelle,Chanterelle  Bolete,4,Pick,,FunnelSlope
803,34,F,5,4,2,4,3,3,3,2,1,x,,,x,,,x,x,x,,,x,,,Lactarius FunnelChanterelle,Bolete,4,Pick Separate,Milk,
804,65,F,50,4,4,4,3,4,3,4,3,x,x,,x,,x,,x,x,,x,x,,,FunnelChanterelle GypsyMushroom WoollyMilkcap LactariusTrivialis Russula Chanterelle HygrophorusCamarophyllus Bolete Hydnum, UglyMilkcap ,4,Lost Clean,,Pine Old
805,56,M,6,15,4,5,5,5,2,2,2,,,,,,,x,,x,,x,,x,x,FunnelChanterelle Porcini,Chanterelle ,4,Pick Poisonous,Sources,Spruces
806,67,F,30,4,3,4,3,4,4,2,2,x,,,x,,,x,x,x,,x,x,x,,Russula Chanterelle FunnelChanterelle,WoollyMilkcap   Chanterelle   Russula   AlbatrellusOvinus,5,Pick,Pick,Chanterelle Pine
807,45,F,40,6,4,3,4,1,2,1,3,x,x,x,,,,,x,x,,x,,,,Bolete Lactarius AlbatrellusOvinus FunnelChanterelle,Bolete,4,Pick,BoleteSafe,
808,52,F,43,5,4,4,4,2,3,2,1,,x,x,x,x,x,x,x,x,,x,x,x,x,Bolete Russula Lactarius AlbatrellusOvinus,Lactarius  Bolete   Chanterelle,3,Unidentified Sources Terrain ,Pick,
809,38,F,4,3,2,5,2,2,4,2,4,,,,,x,,,x,,,x,x,x,x,FunnelChanterelle Lactarius,,4,Pick,Milk,
810,73,F,54,3,5,5,4,4,2,4,3,x,,,x,,,,x,,x,,,,x,Porcini FunnelChanterelle,Leccinum  Porcini  Chanterelle,4,Pick,Pick,Chanterelle FunnelSpruce FunnelSlope
811,58,F,40,4,5,5,4,5,4,1,3,x,,,x,x,,,x,x,,,x,x,,,,3,,,
812,47,F,5,5,2,4,4,1,4,1,1,x,,,,,,,,x,,x,,,,Lactarius FunnelChanterelle,Chanterelle ,5,Milk,Pick,
813,66,F,30,5,5,5,4,5,4,2,1,,,x,x,,,,,x,,,x,,,Lactarius FunnelChanterelle Bolete Chanterelle Russula,Cantharellus  Bolete   Lactarius  Chanterelle,4,Pick Separate,Milk,Old
814,40,F,5,5,3,4,2,4,1,2,4,,,x,x,x,,,x,x,,x,x,x,,AlbatrellusOvinus FunnelChanterelle,Lactarius  Chanterelle,4,Pick Sources ,Sources Pick,
815,39,F,37,5,4,4,5,4,4,1,4,x,,,,,,,x,x,,x,x,,x,FunnelChanterelle Porcini,Chanterelle  Lactarius,4,Sources Eat,Milk,
816,55,F,10,3,4,5,4,4,4,1,3,,,,x,,x,x,,x,,x,x,,,FunnelChanterelle,Bolete,4,Pick Clean,Pick,
817,61,F,55,3,3,2,3,3,3,1,3,x,,,x,,,x,x,x,,x,x,x,,Chanterelle Bolete FunnelChanterelle Bolete AlbatrellusOvinus Russula,Russula,3,Pick Unidentified,,Kosteus
818,57,F,50,4,4,4,5,4,4,3,3,x,x,,x,,,,,x,,x,x,,,Chanterelle FunnelChanterelle Bolete,Chanterelle  Polyporaceae Lactarius,4,Milk,,
819,43,F,28,4,4,5,4,4,1,4,2,,,x,x,,,,,x,,x,x,,,PineBolete HornOfPlenty Hygrophoraceae ,Chanterelle Russula Lactarius ,5,Eat,,
820,66,M,42,8,5,4,5,5,4,1,5,,,,,,,x,x,x,,x,x,x,,AlbatrellusOvinus LactariusTrivialis SweetTooth UglyMilkcap FalseSaffronMilkcap,Chanterelle WoollyMilkcap HornOfPlenty Russula,5,Pick Milk Clean One,Milk Sources,
821,73,F,63,9,2,4,4,4,5,4,2,x,,x,,,,,,x,,x,x,,x,FunnelChanterelle Lactarius Russula,Bolete Chanterelle,4,Milk,Milk,Familiar
822,56,F,36,4,4,4,4,2,2,1,1,x,,,x,,,,x,x,,x,x,x,,Bolete SweetTooth AlbatrellusOvinus GypsyMushroom CurryMilkcap LactariusTrivialis HornOfPlenty FunnelChanterelle Chanterelle,,4,Clean ,,Old Mossy Spruces Pine
823,41,F,8,1,2,4,1,4,5,5,2,x,x,,,,,,x,x,,x,x,x,x,FunnelChanterelle,Chanterelle,4,Pick,Pick,
